name,description,latitude,longitude,difficulty_id,distance_from_nearest_city,rating,created_at,updated_at
Эколого-экскурсионный комплекс Оглахты,"Эколого-экскурсионный комплекс ""Оглахты"" расположен на левом берегу Енисея, в 48 километрах севернее столицы Республики Хакасия, в живописнейшем месте напротив слияния рек Енисей и Туба. В состав комплекса входит тематический визит-центр, посвященный культурно-историческому наследию Хакасии, а также экскурсионная тропа, ведущая к петроглифам горы Сорок зубьев. Пройдя экскурсионную тропу длиной 965 ступеней и останавливаясь на смотровых площадках, посетители смогут погрузиться в мир петроглифов и насладиться живописным видом на Красноярское водохранилище.
На участке ""Оглахты"" находится одно из самых больших скоплений петроглифов в Хакасии, возрастом от 6000 до 300 лет. Также на территории комплекса находится уникальная плита с наскальными рисунками карасукской и тагарской эпох под названием ""Шаман-камень"".
Тематический визит-центр ""Оглахты"" ознакомит посетителей с выдающимися археологическими открытиями, сделанными на территории Оглахтинского хребта, стилями наскального искусства Хакасии, а также наиболее яркими событиями древней истории хакасской земли. Интерактивные объекты (экспонаты) позволят людям разных возрастных категорий расширить свой кругозор и знания в области археологии древних культур.
После посещения тропы и визит-центра, посетители могут отдохнуть на берегу Красноярского водохранилища. С беседки открывается великолепный панорамный вид на древнюю гору Тепсей и широкую гладь водохранилища.
",54.688459,90.122604,3,2,4.6,2023-08-11,2023-08-11
Эколого-экскурсионный комплекс Скалки,"Эколого-экскурсионный комплекс ""Скалки"" расположился на восточном берегу большого плеса Озера Беле. Здесь посетителям впервые представляется возможность отдохнуть в гармонии с заповедной природой. Комплекс ""Скалки"" устроен так, что присутствие человека минимально влияет на заповедную территорию. Для посетителей тропы оборудованы таким образом, что нога человека не касается почвы. Благодаря визит-центру, построенному здесь же, каждый может узнать о Хакасском заповеднике и озере Белё много интересной и полезной информации.
На территории комплекса ""Скалки"" установлены 8 юрт, каждая рассчитана на 4 человека и одна юрта на двух человек. В каждой юрте односпальные кровати, стол, шкаф, стулья, светодиодное освещение, деревянный пол застелен коврами. Приготовление пищи предусматривается на общей кухне, оборудованной всем необходимым для готовки. На территории имеется баня и душевые. Электричество вырабатывается солнечными батареями. В 100 метрах от юрточного комплекса ""Скалки"" находится пляж протяженностью 500 метров. Пляж не оборудован, береговая линия сложена из мелкого и крупного плитняка, есть песок. Вход в воду пологий.
Основная направленность эколого-экскурсионного комплекса ""Скалки"" – экологический отдых с минимальным вмешательством в природу. Отдыхающие должны помнить о том, что они находятся на заповедной территории, соблюдать тишину. Запрещается нарушать целостность почвенного покрова, разбрасывать мусор, жечь костры вне оборудованных площадок, вредить животному миру. Территория юрточного комплекса огорожена и охраняется, проезд по территории заповедника «Хакасский» только по пропускам.
",54.662297,89.707687,1,2,4.5,2023-08-11,2023-08-11
Сундуки,"Комплекс памятников природы и археологии ""Сундуки"" находится недалеко от реки Белый Июс, на границе Орджоникидзевского и Ширинского районов Республики Хакасия. Своим названием гряда из 5 живописных гор обязана внешнему облику Первого Сундука, скальная вершина которого напоминает большой каменный куб – сундук. Название ""Сундуки"" появилось не так давно, хакасское название этой горы – Хызыл хая (Красная скала). Комплекс состоит из нескольких наблюдательных площадок, двух вариантов ""солнечных часов"", календаря и жизнеописания великого воина, которое отражает мифологию древних жителей территории Хакасии. Горная гряда ""Сундуки"" представляет собой комплекс археологических объектов, таких как могильники, наскальные рисунки и специальные сооружения, которые помогали древним астрономам наблюдать за звездами, Солнцем и Луной, вести учет календарных циклов.
Вот что пишет о Сундуках Валентина Николаевна Тугужекова:
Двухсотметровые скалы-останцы носят порядковые номера. Первый Сундук – наиболее красивый и значимый в гряде в обрядовом и астрологическом смысле. В советское время в этой местности при распашке поля случайно трактором вскрыли могилу шамана. Тогда был выкопан камень, на котором изображены созвездия другого полушария и некоторые звезды, видимые чуть ли не в телескоп. На скальных отвесах Четвёртого Сундука находятся наскальные рисунки, выбитые жрецом-художником более двух тысяч лет назад – знаменитая писаница “Лыжник”. Перед Пятым Сундуком – самым южным – расположена группа могильников. Пятый Сундук полностью связан с движением Солнца. Здесь встречали Новое Солнце, шаманы проводили обряды поклонения. У его подножия находится оросительный канал, сохранившийся с давних времён.Сундуки – это многофункциональный комплекс древности. Археолог Виталий Епифанович Ларичев считал, что Первый Сундук и другие горы хребта долины между реками Белый и Черный Июс это древняя обсерватория под открытым небом. Наблюдения за цикличными перемещениями Солнца и Луны очень важны для человека, поскольку этому ритму подчинялась хозяйственная и ритуальная деятельность древних людей. Вместо приборов для наблюдений на Сундуках использовались камни, отверстия и проемы в скалах, ориентированные на наиболее важные точки восходов и заходов небесных светил в дни равноденствия и солнцестояния – ключевые моменты для ведения древнего календаря. На Сундуках в Хакасии можно увидеть древнее изображение мифологического существа, напоминающего дракона, рассечённого на шесть частей. Это одни из самых первых на Востоке часов. До полудня тень от стены движется слева направо, проходя одно деление примерно за час. В полдень Храм Времени освещён полностью, затем тень скользит в обратном направлении.
Горную гряду Сундуки в Хакасии древние люди использовали как обсерваторию, а также в качестве оборонительного сооружения – крепости све. Здесь обнаружены древние каменно-земляные стены, построенные из уложенных горизонтально каменных плит, а также плит, вкопанных вертикально. Построенные человеком стены дополняют природные скалы. Во время военной опасности такие сооружения вмещали несколько тысяч голов скота.
",53.897924,91.410988,2,2,4.6,2023-08-11,2023-08-11
Гора Куня,"Гора Куня расположена на восточной оконечности горной гряды Подкунинских гор. Название горы переводится с хакасского как «Солнечная гора» или «Гора-Солнце». У подножья горы, на склоне, обращенном  к Енисею, находятся 2 писаницы. Часть петроглифов выполнена в скифо-сибирском зверином стиле. Считается, что у подножья горы проводились обряды, связанные со скотоводческой магией. Главный интерес у туристов Куня вызывает из-за фантастического вида, который открывается с вершины горы на Енисей и близлежащие горные массивы Оглахты, Суханиха и Тепсей.
Гора Куня, или Кюнь-Таг – гора, входящая в комплекс “Енисейские ворота” вместе с горами Суханиха, Тепсей и Оглахты. Эти горы были сакральными для местных жителей, на каждой из них расположены крупные скопления петроглифов. Гора Куня – огромная естественная крепость. В средневековье внутренняя часть хребта использовалась для защиты населения во время военных набегов. С этой целью по краю хребта сооружена стена из естественного камня, частично сохранившаяся до нашего времени. Остатки этой стены можно увидеть на мысе на восточной части вершины. На этом же мысе, над водами Енисея, и расположена знаменитая Подкунинская писаница. От писаницы заметен большой круглый камень, поразительно напоминающий человеческую голову. Согласно легендам, это голова духа Куни, молчаливо взирающая на долину.При прогулке по горе Куня соблюдайте осторожность. Обрывистые склоны и осыпи таят в себе немало опасностей, и остается только удивляться как древние художники выбирали место для писаницы.
Крепость Куня на карте Республики Хакасия — Яндекс Карты",53.054179,90.062381,3,2,4.3,2023-08-11,2023-08-11
Сафроновский курганный комплекс,"Один из самых удивительных и живописных курганных комплексов в Хакасии расположен неподалеку от аала Сафронов. На холмистой террасе над небольшим селением расположено более 50 курганов. Эти курганы сооружены представителями тагарской культуры. Самые древние из них созданы более 2500 лет назад.Курганы Сафроновского курганного комплекса выделяются формами и размерами каменных стел, обрамляющих ограды. Это и антропоморфные фигуры, и столбы, подпирающие небосвод. И почти каждый из них украшен петроглифами с изображением животных, птиц, людей и мифических существ. Особое место занимают родовые тамги, нанесенные далекими потомками погребенных здесь людей в эпоху средневековья. Историки делят курганы на рядовые и «престижные». В последних хоронили вождей древних племен. Такие курганы заметно отличаются размерами и формами менгиров. Здесь царит атмосфера спокойствия и умиротворения, а тишина позволяет остаться со своими мыслями наедине.",53.931781,90.831174,2,2,4.3,2023-08-11,2023-08-11
Ворота в Долину царей,"В 6 километрах к северо-востоку от Большого Салбыкского кургана, в межгорном урочище, расположен своеобразный памятник, названный Царскими (Салбыкскими) воротами, как бы символизирующими вход в священное пространство гигантских погребальных сооружений – Долину царей. Этот объект хорошо известен местному населению, которое наделяет его ритуальными и лечебными свойствами.
«Ворота» представляют собой две вертикально установленные каменные плиты (менгиры), одиноко стоящие на вершине горной гряды с восточной стороны долины, строго ориентированные по сторонам света. Расстояние между плитами – 3,6 метров. Они поставлены в месте глубинного тектонического разлома, на границе зоны «магнитного спокойствия». На северной плите имеются тамги и овальные углубления от многочисленных прикосновений рук людей, приходящих к воротам на протяжении долгих веков. Считается, что южная прямоугольная плита в целом имеет положительный заряд («мужской камень»), а северная округлая плита – отрицательный заряд («женское начало»). Древние люди использовали место, где установлены менгиры, не только для культового обряда, но и с целью исцеления  людей от недугов.
Ворота были установлены в I тысячелетии до н.э., и выполняли ряд функций: ритуальную, астрономическую, лечебную, поминальную. «Ворота» – часть сложного комплекса сооружений Долины царей.
Ворота в долину царей на карте Республики Хакасия — Яндекс Карты",52.653481,90.362374,2,2,4.3,2023-08-11,2023-08-11
Малоарбатская писаница,"Малоарбатская писаница расположена в Хакасии, в горах Западного Саяна, в 6,4 километрах от села Малые Арбаты (Таштыпский район Республики Хакасия) вверх по течению реки Малые Арбаты (хак. – Кичиг Арбыйт), на правом берегу, на скале Писанец.
Для этого памятника зафиксировано несколько хакасских названий, связанных с нанесенными здесь рисунками: Пизелиг хайа (Скала с рисунками), Печиг хайа (Писаная скала), Чигират хайа (Игреневая лошадь-скала). Протяженность участка с рисунками – около 25 метров. Скальные обнажения Малоарбатской Писаницы с изображениями обращены на юг. Изображения нанесены краской.
Впервые изображения Малоарбатской Писаницы были открыты для научного изучения географом И.П. Корниловым, зарисовавшим и опубликовавшим некоторые из них в середине XIX в. Позднее они обследовались А.В.Андриановым, Н.В. Леонтьевым, Л.Р. Кызласовым, Ю.Н. Есиным и др.
Изображения Малоарбатской писаницы по тематике, стилю, цвету краски и сохранности четко делятся на две группы: 1) антропоморфные лики (около двадцати пяти); 2) изображения животных и различных знаков – тамг (более шестидесяти). Рисунки первой группы первоначально были выполнены преимущественно малиновой краской (краска бледная, видна плохо, часто покрыта кальцитовыми отложениями). Эти рисунки относятся ко второй половине III – началу II тыс. до н.э. Некоторые из них близки изображениям Окуневской культуры в степях Минусинской котловины, а основная часть принадлежит к джойскому стилю, распространенному в горно-таежных районах Хакасии на ее южной окраине. Рисунки второй группы выполнены темно-красной, коричневатой, оранжевой и розоватой краской разных оттенков (цвет краски более яркий, свежий). Эти изображения Малоарбатской Писаницы, судя по аналогиям с рисунками на шаманских бубнах и бытовых предметах хакасов, созданы, вероятно, в XVII – XIX вв.
Малоарбатская писаница фигурирует в нескольких хакасских легендах. Так, легенда, записанная в 1961 г. в с. Чистобай (Чыстыгбай) связывает поздний пласт изображений скалы с угоном енисейских кыргызов джунгарами в 1703 г. за Саяны: «Саянский хан, угоняя хакасский народ к себе за Саяны, приказал начертать их родовые тамги на этой скале». В конце XIX в. Д.А. Клеменцом и А.В. Адриановым были записаны услышанные от казаков и коренного населения рассказы о регулярном подновлении рисунков хакасами и даже о появлении на Малоарбатской Писанице новых рисунков. Еще в 1969 г. фиксировались оставленные у скалы в качестве подношения продукты питания, свидетельствующие о сохраняющемся почитании скалы местным населением. Возможно, причины появления здесь изображений связаны с местонахождением скалы с Малоарбатской Писаницей у начала древней конной тропы, ведущей из Минусинской котловины в северо-западные районы Тувы и стремлением людей заручиться поддержкой потусторонних сил на этом сложном участке пути.
Малоарбатская писаница на карте Республики Хакасия — Яндекс Карты",54.653193,90.120543,3,2,4.1,2023-08-11,2023-08-11
Озеро Беле,"Озеро Белё – единственный в своем роде, крупнейший минеральный водоем Республики Хакасия расположенный в 8 километрах от озера Шира является настоящей “сибирской жемчужиной”. Водная гладь озера Белё разделена на два плеса с различным минеральным составом в каждом. Более соленая, восточная часть водоема используется для отдыха и водолечения, а западная более пресная – для рыбоводства и также для отдыха. Плесы соединены меж собой узким и неглубоким перешейком, излюбленным местом гнездования перелетных птиц. В этом уникальность водной акватории озера Беле.
Площадь водной поверхности озера составляет 75 квадратных километров, протяженность береговой линии 66 километров, глубина достигает 48 метров. В переводе с хакасского «Пилё кёль» – озеро точильных камней. Рельеф береговой линии сложен преимущественно из красновато-бурого плитняка. Наивысшей точкой (586 метров над уровнем моря) является гора Чалпан, откуда открывается панорамный вид на оба плеса озера Беле. У подножия горы Чалпан находится туристско-рекреационная зона с многочисленными базами отдыха и живописным реликтовым лиственичным лесом. Часть береговой зоны озера Белё входит в состав участка заповедника «Хакасский», это места гнездования многочисленных стай перелетных птиц. Памятники наскального искусства на горе Чалпан и древние курганы различных эпох – свидетели популярности этого места с глубокой древности.
Озеро Беле – излюбленное место отдыха многочисленных туристов. Пляжный сезон начинается с середины июня и продолжается до августа. Максимальный прогрев воды подходит только к июлю месяцу и достигает 22-23 градусов – наиболее комфортной температуры для купания. Проживание возможно в многочисленных базах отдыха или в палаточном лагере. Для активного отдыха на берегах водоема имеется множество спортивных площадок для игр в волейбол или настольный теннис, кроме того, существует прокат спортивного инвентаря и водные развлечения. В случае размещения в палатках необходимо взять с собой пресную воду для приготовления пищи и питья, дрова или уголь для костра, укрытие от солнца, средства защиты от насекомых.
 
АбаканЯндекс.Карты — транспорт, навигация, поиск мест
 ",54.464152,90.090926,1,2,5,2023-08-11,2023-08-11
Озеро Иткуль,"Кристально-прозрачная вода озера Иткуль издревле привлекала к себе людей. На сегодняшний день по чистоте и прозрачности вода в озере Иткуль сравнима с водой в озере Байкал. Водное зеркало напоминает овал правильной формы, площадь озера 23 квадратных километра, глубина достигает 17 метров. Иткуль является одним из пресноводных источников питьевой воды для курорта «Озеро Шира» и поселка Жемчужный.
Вдоль побережья озера располагается множество курганных могильников, археологически значимых для современной культуры Хакасии. Благодаря неповторимой красоте и простору степного ландшафта, акватория и прибрежная часть озера Иткуль выглядят заманчиво в любое время года. В жаркие летние дни воздух разогревается до +35 градусов, но ночи всегда прохладные и свежие, что стоит учитывать при планировании отдыха вблизи водоема. В отличии от окрестных озер Ширинского района, Иткуль – более прохладное озеро, из-за прозрачности воды и наличия большого количества родников. Температура воды в озере Иткуль редко поднимается выше 20 градусов.
Берега озера Иткуль и прилегающая территория входят в состав природного заповедника «Хакасский», поэтому отдых на этой территории возможен лишь с разрешения Дирекции. Заповедное озеро Иткуль – ценнейший водоем для гнездования птиц. Благодаря обширной кормовой базе, пресной воде и заболоченным берегам, весной и осенью здесь собирается множество перелетных птиц. С целью охраны водно-болотных угодий, сохранения популяции пернатых и заботы о чистоте озера, вся его акватория и окружающие берега взяты под государственную охрану. С 2013 года на Иткуле работает Визит-центр заповедника Хакасский, который организовывает просветительскую и научную деятельность, а также проводит экологические велосипедные маршруты по окрестностям озера Иткуль с остановками у обзорных точек.
",54.73495,89.95802,3,2,4.7,2023-08-11,2023-08-11
Озеро Тус,"Особое место среди разнообразия водных мест отдыха и туристического показа занимает озеро Тус. Его уникальность заключается в степени минерализации состава воды, концентрация солей которой сравнима с Мертвым морем, что является отличной лечебной профилактикой заболеваний опорно-двигательного аппарата, сердечно-сосудистой и нервной систем.
Озеро Тус расположено посреди степных холмов северной части Хакасии, в 40 километрах от озера Шира. С западной стороны к нему вплотную подходит горная гряда, с возвышением на 140 метров. С остальных сторон долина пологая и открытая. Площадь озера 2,65 квадратных километра, длина береговой линии 8 километров, наибольшая глубина 4,5 метра. Вода горько-соленая, не прозрачная, в летнее время очень хорошо прогревается. Дно илистое, с хорошими отложениями серо-водородных грязей. Благодаря расположению в котловине, здесь редки сильные ветра, воздух прогревается до 35 градусов а температура воды на мелководье может достигать 25 градусов, что делает озеро Тус благоприятным местом для купания.
На сегодняшний день озеро Тус активно привлекает к себе отдыхающих для водолечения и пляжного отдыха. Активный отдых на озере Тус не предусмотрен. Вдоль побережья озера находится несколько баз отдыха, на территории которых можно расположиться как в домиках, так и в палаточном лагере. При размещении в палатках, Вам необходимо взять с собой дрова или уголь для костра, навес от солнца. Обязательно брать с собой пресную воду для питья и готовки, так как в окрестностях источников пресной воды нет. На организованных пляжах всегда есть привозная пресная вода для омывания. Некоторые отдыхающие после посещения озера Тус заезжают на расположенное неподалеку озеро Киприно, чтобы смыть с себя соль. Кроме того, не забывайте о репеллентах против кровососущих насекомых.",53.460401,90.413601,1,2,4.2,2023-08-11,2023-08-11
Озеро Баланкуль,"Озеро расположено в отрогах Кузнецкого Алатау. Это небольшое, но очень красивое лесное озеро. Природа в его окрестностях своеобразна, здесь можно наблюдать соседство степного и подтаежного поясов. Горные гряды, узкие ущелья, отвесные скалы и древние курганы возвышаются среди степных просторов. С западной стороны и частично у восточного берега лес вплотную подходит к воде.
Где разместиться:На берегах озера находятся два детских оздоровительных лагеря - «Балануль» и «Орлёнок», база отдыха «Оленье озеро».
Что взять с собой:Воду для готовки и питья, дрова или уголь для костра, средства от комаров и мошек, теплые вещи.
Чем заняться:Пляжный отдых. Берега песчаные, песчано-гравийные, в южном заливе на некоторых участках заболочены. Дно ровное. Вода пресная, высокого качества. На северном берегу озера расположен пляж, оборудованный туалетами и кабинами для переодевания.
",54.511616,90.208503,2,2,4.7,2023-08-11,2023-08-11
Озеро Шира,"Глядя на карту Хакасии, невозможно не остановить взгляд на множестве озер Ширинского района. Одним из озер с богатой культурной и ценностью, известным еще с глубокой древности, является Озеро Шира. Свидетели древней истории на территории, прилегающей к озеру – древние петроглифы эпохи ранней бронзы и курганные могильники, расположенные вдоль всей береговой зоны. Водное зеркало Озеро Шира раскинулось на площади 36 квадратных километров, с протяженностью береговой линии 24,5 километра. Глубина озера Шира достигает 22 метров. Купальный сезон начинается с июня и продолжается до августа, но вода прогревается только к середине июля. Пологие песчаные берега подходят для отдыха и оздоровления детей с самого раннего возраста.
Гораздо больше своей исторической ценности озеро Шира славится своими целебными свойствами. Основой популярности сибирской здравницы являются минеральная вода из находящегося неподалеку источника, особый состав слабосоленой озерной воды и лечебная грязь. Все эти факторы в совокупности с сухим степным воздухом и большим количеством солнечных дней делают отдых на озере Шира оздоровительным и комфортным. Донный рельеф озера Шира – ровный, сложен из плитняка и гальки, берега местами заболочены. Озеро окружено невысокими холмами, с восточной стороны при впадении речки Сон находится охраняемая территория Заповедника “Хакасский”.
Вдоль южной береговой линии озера Шира расположен поселок Жемчужный. Вот уже более 100 лет озеро Шира широко известно благодаря одноименному курорту. В поселке хорошая инфраструктура для летнего отдыха – множество кафе, ресторанов, развлекательных учреждений, работает прокат велосипедов, квадроциклов, есть сувенирные магазины и многое другое, необходимое для туристов. В поселке множество частных домов, в которых легко найти жилье на время отдыха, а также можно разместиться в палаточных кемпингах. Место для отдыха можно выбрать, исходя из собственных желаний и предпочтений, а целебной воды и ласкового солнца хватит на всех.",53.894271,90.773638,2,2,4,2023-08-11,2023-08-11
Музей Древние курганы Салбыкской степи,"На территории Усть-Абаканского района Республики Хакасия расположен музей «Древние курганы Салбыкской степи», созданный в 2007 году. Музейный комплекс под открытым небом включает в себя уникальные памятники историко-культурного наследия, самые известные из которых Большой Салбыкский курган, курган Барсучий лог и Ворота в Салбыкскую долину.
Памятник федерального значения Большой Салбыкский курган расположен в так называемой Долине царей, в месте, где находится большое количество древних захоронений знати Тагарского периода. Ландшафт местности поражает – огромные курганы и бескрайняя, практически плоская степь. До раскопок, которые провел С.В. Киселев в 1952-1954 годах, Салбыкский курган представлял собой грандиозный холм высотой 11 метров, видимый с расстояния более 10 километров. На момент постройки высота кургана составляла около 30 метров, а каменная ограда размерами 70*70 метров сложена из камней весом до 100 тонн! В строительстве Салбыкского кургана принимали участие сотни людей, использовались неизвестные до сих пор технологии пиления и перемещения огромных глыб.
Несомненно, Большой Салбыкский курган создавался для очень могущественного человека. Многолетний труд людей был устремлен к одной цели – создать усыпальницу невероятных размеров для человека, могущественнее которого 2500 лет назад здесь не было никого.
Вторым по важности из объектов музея является курган Барсучий лог. По оценкам ученых, создан он был во III-II вв. до н.э., в поздний тагарский период. Раскопки кургана, проведенные совместной экспедицией Санкт-Петербургских и немецких ученых в 2004-2006 годах, стали большим событием в археологической науке Хакасии. Впервые были изучены конструктивные особенности подобных памятников истории, дополнена картина тагарского быта и обрядовых особенностей.
Кроме бережно охраняемых памятников истории в музее оборудована экспозиционная юрта, где представлены предметы, иллюстрирующие быт и культуру тагарцев (VII-III вв до н.э.), фотографии и графические изображения, иллюстрирующие историю раскопок и выдержки из научной литературы, макет-реконструкция сооружения кургана.
",52.368768,89.938895,3,2,4.9,2023-08-11,2023-08-11
Атгольская пещера,"В полукилометре от Атгольского перевала в Таштыпском районе Республики Хакасия находится одноименная пещера. Обнаружена она была лесозаготовителями ориентировочно в 2005 году. Сейчас эта пещера очень популярна среди спелеологов. Иногда ее называют пещера Эрлик-Хана, властителя подземного мира в Хакасской мифологии.
Вход в пещеру классический, находится под скалой, на высоте 1070 метров над уровнем моря. Немного ниже от входа, примерно в 25-30 метрах протекает ручей. Длина ходов пещеры 1020 м, глубина около 25 м.. От дальней части обширного привходового грота уходит основной ход, имеющий вертикальный спуск, требующий специального снаряжения. Загадкой для спелеологов является тот факт, что основной ход в нескольких местах носит следы раскопок. Проход имеет несколько разветвлений и упирается в зал, где начинается озеро. Зимой озеро практически полностью замерзает из-за того, что сверху от входа идет поток холодного воздуха. За озером находится обширный грот, который назван Озерным. Второй грот имеет интересную коричнево-белую окраску стен и назван Тигровым, в нем также находится озеро, но уже незамерзающее. Пещера очень запутанная, много неожиданных лабиринтов и нужно быть чрезвычайно осторожным и соблюдать правила техники безопасности при посещении.
В Атгольской пещере спелеологи обнаружили достаточно много странностей. Например, не понятно как же образовалась пещера – не было обнаружено никаких следов эрозии, хотя есть доказательства, что вода должна была находиться в интенсивном движении. Кроме того было найдено огромное количество следов жизнедеятельности летучих мышей, хотя такое большое количество не характерно для пещер, расположенных в Сибири.
По мнению ученых, Атгольская пещера уникальна для нашей местности и таит в себе много неразгаданных тайн. Однако Атгольская пещера имеет сложные для прохождения участки, на многих участках необходимо использовать специальное снаряжение, поэтому посещать пещеру следует только с опытными проводниками.",54.04766,91.002951,2,2,4.1,2023-08-11,2023-08-11
